Player,Team,Age,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,CentreClearances,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,Bounces,OnePercenters,PressureActs,Spoils
Lincoln McCarthy,Brisbane,26,Med Forward,24,7.879,66.417,60.167,12,0.5,79.208,7.458,5.625,13.083,64.013,56.983,73.333,57.006,2.625,0.208,209.25,15.994,3.083,4.243,3.208,4.078,6.792,7.125,13.917,48.802,1.292,5.208,0.75,0.583,1.333,2.917,0.583,0.875,0.083,0.375,0.583,1.333,-0.75,0,0,0,,0,,3.917,1.167,0.083,,1.292,32.258,20,0.833,0.542,1.625,0.583,51.282,4.292,16.775,0.5,0.5,1.167,15.292,0.583
Lochie O'Brien,Carlton,20,Midfielder,17,4.335,44.824,53.294,0,0,76.176,9.353,3.059,12.412,68.246,63.522,82.692,75.355,2.235,1.118,258.059,20.791,2.529,4.907,3.294,3.768,3,9.235,12.235,24.519,2.588,2.471,0.176,0.471,0.647,4.706,0.118,0.353,0.529,0.118,0.294,0.824,-0.529,0,0,0,,0,,1.118,0.118,0.412,,0.176,,7,0.412,0.235,0.824,0.353,50,2.882,13.315,0.941,0.294,0.471,8.765,0.294
Luke Breust,Hawthorn,29,Med Forward,22,12.191,77,68.182,16,0.727,83.455,7.5,6.227,13.727,67.219,56.364,80.292,54.636,2.909,0.273,222.091,16.179,1.864,7.366,2.273,6.04,7.682,6.727,14.409,53.312,1.864,5,0.045,1.045,1.091,2.773,0.682,1.045,0.182,0.318,1.318,0.636,0.682,0,0,0,,0,,3.864,1.682,0,,1.864,29.268,34,1.545,0.773,2.727,0.818,56.667,5.818,26.016,1.091,0.273,1.364,16.5,0.636
Luke Brown,Adelaide,27,Med Defender,15,6.973,68,58.467,0,0,84.6,10.2,4.933,15.133,82.379,80.392,86.486,67.401,0.733,3.933,256.067,16.921,1.133,13.353,2.6,5.821,4.533,8.333,12.867,35.233,5.2,3.667,0,0.133,0.133,3.8,0.133,0,0.533,0,0.667,0.333,0.333,0,0,0,,0,,1.6,0,2.667,30,0,,1,0.067,0.133,0.2,0.067,,2.133,9.496,1,0.533,2,9.467,1.4
Luke Dahlhaus,Geelong,27,Med Forward,24,9,81.75,74.708,2,0.083,81,7.125,10.917,18.042,73.21,57.31,83.588,39.492,2,0.375,160.083,8.873,1.708,10.561,2.75,6.561,7.583,10.625,18.208,41.648,1.792,6,0.208,0.958,1.167,2.958,0.167,0.875,0.25,0.292,1.042,0.583,0.458,0,0,0,,0,,4.792,1.375,0.042,,0.792,21.053,14,0.583,0.667,1.5,0.625,38.889,5.417,22.688,1.167,0.083,1.167,18.375,0.583
Luke Davies-Uniacke,North Melbourne,20,Mid Forward,14,9.471,63,53.214,0,0,67.643,7.286,7.571,14.857,79.808,70.588,88.679,49.038,2.857,0.357,198.714,13.375,1.929,7.704,2,7.429,6.929,8.643,15.571,44.495,1.357,5.071,0.714,1.643,2.357,2.786,0.071,0.5,0,0.357,0.643,1.143,-0.5,0,0,0,,0,,2.143,0.214,0.071,,0.429,,4,0.286,0.357,0.857,0.714,33.333,4.929,21.562,1.214,0.429,0.786,15.357,0.429
Luke Dunstan,St Kilda,24,Midfielder,18,12.878,93.056,86.056,21,1.167,74.444,11.556,10.778,22.333,70.896,57.212,85.567,51.741,4.056,0.889,303.5,13.59,2.333,9.571,2.611,8.553,11.5,10.389,21.889,52.538,2.611,8.111,2.111,4.056,6.167,3.278,0,0.222,0.111,0.222,1.444,0.944,0.5,0.111,0.122,0.056,,0.056,,4.833,0.333,0.056,,0.056,,4,0.222,0.667,1,0.389,22.222,5.444,24.623,2.056,0.278,1,20.889,0.111
Luke Hodge,Brisbane,35,Med Defender,22,7.082,72.091,68.455,10,0.455,85.409,12.636,4.273,16.909,84.946,83.813,88.298,74.731,1.545,4.091,285.136,16.863,2.409,7.019,2.636,6.414,4,10.727,14.727,27.16,5.455,2.909,0.045,0.364,0.409,5.818,0.318,0,1.045,0.091,0.636,1.091,-0.455,0,0,0,,0,,1.773,0.045,1.864,41.463,0,,0,0,0.091,0.136,0.091,,1.909,7.513,0.773,0.091,2.864,9.045,2.273
Luke McDonald,North Melbourne,24,Med Defender,13,6.654,60.231,58.231,0,0,86.769,7.769,7.154,14.923,78.351,71.287,86.022,52.062,1.231,2.615,245.692,16.464,2.231,6.69,2.615,5.706,4.385,10.462,14.846,29.534,5.077,3.692,0,0.231,0.231,3.923,0.308,0.154,1.308,0,0.538,0.769,-0.231,0,0,0,,0,,2.538,0,2,26.923,0,,1,0.077,0,0.231,0.077,,1.846,8.219,0.538,0,3,10.846,2.462
Luke Parker,Sydney,27,Midfielder,22,14.891,105.091,98.364,45,2.045,85.182,13.727,11.636,25.364,66.667,54.967,80.469,54.122,3.318,1.364,320.455,12.634,3.682,6.889,4.5,5.636,11.955,12.818,24.773,48.257,3.091,8.5,2.182,3.227,5.409,4.136,0.682,0.545,0.545,0.227,1.273,1.455,-0.182,0.455,0.502,0,,0,,5.182,0.682,0.182,,0.455,10,13,0.591,0.318,1.136,0.636,52,5.409,25.536,1.545,0,1.545,22.727,0.318
Luke Ryan,Fremantle,23,Med Defender,18,11,95.833,80.056,17,0.944,85.778,14.611,5.833,20.444,80.978,80.608,81.905,71.467,1.5,5.056,385.167,18.84,2.333,8.762,4.667,4.381,6.556,11.222,17.778,36.875,8.556,4.833,0,0.278,0.278,5.222,0.556,0.056,2.444,0.056,0.611,0.833,-0.222,0,0,0,,0,,2.611,0,2.611,29.787,0,,1,0.056,0,0.056,0.111,,2.611,12.601,1.278,0.222,4.444,10.056,3.278
Luke Shuey,West Coast,29,Midfielder,24,13.433,101.042,101.708,85,3.542,79.5,17.042,9.917,26.958,65.842,55.012,84.454,63.215,5.333,2.208,450,16.692,4.458,6.047,6.25,4.313,10.833,15.625,26.458,40.945,2.917,6.667,2.208,4.292,6.5,3.375,0,0.083,0.25,0.083,1.417,1.458,-0.042,0,0,0,,0,,5.375,0.542,0.042,,0,,8,0.333,0.083,0.5,0.542,66.667,5.5,24.399,1.5,0.375,2.333,22.292,0.25
Mabior Chol,Richmond,22,Ruck,9,9.111,58.222,54.778,5,0.556,60.222,5.444,2.556,8,66.667,61.224,78.261,68.056,1.889,0.667,125.222,15.653,1.667,4.8,1.778,4.5,4.667,3.556,8.222,56.757,1.444,2.889,0.444,0.667,1.111,2.444,0.556,0.778,0.667,0.333,0.667,0.556,0.111,29.778,34.01,8,26.866,1.889,23.611,3.111,0.778,0.222,,1.556,50,9,1,0.556,1.556,0.333,64.286,4.111,15.88,1.333,0,3.444,12.556,2.556
Marc Murphy,Carlton,32,Midfielder,19,11.253,90.684,95.684,24,1.263,82.211,14.684,10.737,25.421,67.909,58.065,81.373,57.764,3.789,2.368,382.421,15.043,3.053,8.328,4.474,5.682,8.526,16.105,24.632,34.615,3.421,6,1.158,2.211,3.368,4.632,0.053,0.211,0.316,0.105,1.158,0.842,0.316,0,0,0,,0,,3.421,0.263,0.158,,0.105,,12,0.632,0.158,0.947,0.579,66.667,5.105,24.069,1.579,0.316,0.684,17.579,0.211
Marc Pittonet,Hawthorn,23,Ruck,2,8.75,72.5,54.5,0,0,74.5,1.5,8,9.5,,,,,0.5,0.5,13,,3.5,2.714,1.5,6.333,7,2.5,9.5,,2,6,0.5,1.5,2,0.5,0.5,0,0,0,0,2,-2,53.5,55.155,24.5,45.794,7.5,30.612,3.5,0,1,,0.5,,0,0,0,0,0,,3,16.667,2.5,0,6,11,5
Marcus Adams,Brisbane,26,Key Defender,10,6.13,54.8,46.5,11,1.1,87.4,7.4,3.1,10.5,70.476,68.919,74.194,70.476,0.8,3,176.5,16.81,2.2,4.773,2,5.25,4.8,5.7,10.5,45.714,6.2,2.9,0,0,0,5.1,1.4,0.1,3.2,0.1,0.4,0.8,-0.4,0.2,0.182,0,,0,,1.2,0.1,3.8,34.211,0.1,,0,0,0,0.1,0,,1,3.968,0.4,0,3.9,7,3.5
Marcus Bontempelli,Western Bulldogs,24,Midfielder,23,16.17,113.391,103.174,107,4.652,84,15.087,11.261,26.348,68.977,59.942,81.081,57.261,5.348,2.043,497.043,18.865,3.957,6.659,5.348,4.927,12.478,14.696,27.174,45.92,2.739,8.304,2.87,3.174,6.043,4.087,0.87,0.826,0.261,0.348,1.609,1.348,0.261,1.609,1.82,0.304,18.919,0.043,,5.043,1.043,0.13,,1.13,34.615,15,0.652,1.174,2.304,0.913,28.302,7.348,30.125,1.957,0.13,2.043,21.913,0.87
Mark Baguley,Essendon,32,Med Forward,10,6.92,52.2,48.1,0,0,89,5.3,4.6,9.9,78.788,73.585,84.783,53.535,1.6,0,109.5,11.061,2.4,4.125,1.8,5.5,4,6.1,10.1,39.604,0.6,2.8,0,0.3,0.3,2.9,0.4,0.7,0.1,0.5,0.5,1.6,-1.1,0,0,0,,0,,2.8,1.1,0.4,,1.7,35.294,12,1.2,0.2,1.5,0.5,80,4.3,20.188,0.3,0,1.1,13.5,0.6
Mark Blicavs,Geelong,28,Key Defender,25,9.988,81.4,66.44,21,0.84,91,7.28,6.16,13.44,82.44,80.22,85.065,54.167,0.96,2.2,170.32,12.673,1.36,9.882,1.84,7.304,5.96,7.76,13.72,43.44,5.24,4.04,0.2,0.6,0.8,4.96,0.72,0.12,1.64,0.08,0.92,0.56,0.36,11,11.608,3.64,33.091,0.88,24.176,3.6,0.16,3.36,19.048,0.56,42.857,0,0,0.12,0.24,0.12,,2.4,10.187,1.12,0.12,6.64,11.92,5.8
Mark Hutchings,West Coast,28,Midfielder,18,5.017,48.444,48.667,4,0.222,75.889,7.222,4.722,11.944,70.233,59.231,87.059,60.465,1.5,1.278,156.333,13.088,2,5.972,1.944,6.143,4.833,7.333,12.167,39.726,2.167,3.444,0.278,1.056,1.333,2.889,0.056,0.111,0.333,0.167,0.833,0.556,0.278,0,0,0,,0,,2.278,0.333,0.333,,0.444,,1,0.056,0.278,0.5,0.278,,2.944,13.283,0.444,0.111,1.278,12.556,0.5
Mark O'Connor,Geelong,22,Med Defender,23,7.539,63.957,59.826,6,0.261,86.087,8.478,5.522,14,79.503,78.974,80.315,60.559,1,2.435,182.652,13.047,1.913,7.318,2.087,6.708,4.739,9.261,14,33.851,5.087,3.739,0,0.478,0.478,4.522,0.304,0.043,1.043,0,0.609,0.565,0.043,0,0,0,,0,,2.652,0.043,1.783,26.829,0.13,,1,0.043,0,0.087,0.087,,2.217,9.29,0.696,0.13,2.696,11.522,2.043
Marley Williams,North Melbourne,26,Med Defender,17,6.329,61.647,55.471,0,0,80,9.059,7.412,16.471,70.714,61.688,81.746,55,1.706,3.529,269.471,16.361,2.529,6.512,3.882,4.242,5.176,10.941,16.118,32.117,5.294,4.176,0.176,0.176,0.353,2.235,0.412,0,0.588,0,0.588,0.412,0.176,0,0,0,,0,,1.765,0.059,1,17.647,0,,1,0.059,0,0.059,0.118,,1.647,7.235,0.294,0.235,1.824,8.235,0.941
Marlion Pickett,Richmond,27,Midfielder,1,14.9,96,73,4,4,66,13,9,22,63.636,,,59.091,8,1,559,25.409,0,,5,4.4,8,14,22,36.364,3,8,2,1,3,2,0,1,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,1,1,0,1,0,,9,31.034,3,1,0,9,0
Martin Gleeson,Essendon,25,Med Defender,9,9.522,71.333,58,0,0,84,10.222,6.333,16.556,75.839,71.739,82.456,61.745,1.444,2.556,244.556,14.772,2.889,5.731,4,4.139,6,10.444,16.444,36.486,7.222,4.333,0,0.222,0.222,4.444,0.778,0,1.556,0,0.778,1.333,-0.556,0,0,0,,0,,1.111,0,2.556,21.739,0,,0,0,0.111,0.111,0.222,,2.778,13.661,0.889,0,5,8.778,4.444
Marty Hore,Melbourne,23,Med Defender,14,7.4,70.643,61.857,0,0,80.214,10.357,5.214,15.571,69.266,66.207,75.342,66.514,1.5,4.214,263.071,16.894,2.786,5.59,4.071,3.825,5.643,9.571,15.214,37.089,7.143,4.143,0,0.357,0.357,4.929,0.643,0,2.429,0.071,0.857,0.571,0.286,0,0,0,,0,,1.5,0,2.143,33.333,0,,1,0.071,0,0.071,0,,2,9.622,1,0,4.357,6.643,4.214
Mason Cox,Collingwood,28,Key Forward,14,7.114,54.071,51.643,0,0,84.5,5.571,3.5,9.071,68.504,60.256,81.633,61.417,0.5,0.5,122.929,13.551,2.643,3.432,3.071,2.953,5.571,3.571,9.143,60.938,0.786,1.357,0.357,0.643,1,4.286,2,1.643,0.214,0.571,1.857,0.929,0.929,8.214,9.623,4,48.696,1.214,30.357,0.786,0.357,0,,4.714,36.364,19,1.357,0.714,2.357,0.071,57.576,3.643,16.505,0.5,0.071,2.429,8,1.571
Mason Redman,Essendon,22,Med Defender,20,8.07,69.35,69.05,0,0,81.9,11.55,5.45,17,75.588,71.861,83.486,67.941,1.45,2.6,307,18.059,2.65,6.415,4.3,3.953,5.05,11.45,16.5,30.606,5.1,3.8,0,0.55,0.55,4.45,0.5,0,1.2,0.1,0.85,1,-0.15,0,0,0,,0,,3.05,0.05,1.25,56,0,,0,0,0.1,0.1,0.2,,2.4,11.483,0.55,0.45,3,11.95,2.3
Mason Wood,North Melbourne,26,Med Forward,18,7.206,65.611,60.833,5,0.278,80.111,8,5.444,13.444,65.702,59.722,74.49,59.504,2.944,0.222,234.167,17.417,2.889,4.654,3.722,3.612,5.944,8.278,14.222,41.797,1.556,3.889,0.222,0.278,0.5,3.833,0.833,1.889,0.278,0.5,1,0.833,0.167,0,0,0,,0,,1.944,0.556,0,,1.611,27.586,21,1.167,1.167,2.722,0.778,42.857,5.056,22.693,0.667,0,1.278,11.5,0.5
Matt Buntine,Greater Western Sydney,26,Med Defender,9,4.333,52.556,52.556,0,0,84.222,7.556,4.222,11.778,69.811,64.706,78.947,64.151,1.444,0.889,150.444,12.774,1.556,7.571,3.222,3.655,4.333,7.778,12.111,35.78,2.778,2.889,0,0.444,0.444,4,0.333,0.222,0.778,0,1.111,0.556,0.556,0,0,0,,0,,2.111,0.667,0.889,,1.222,36.364,2,0.222,0.222,0.667,0.111,,3.111,13.462,0.778,0,2.333,8.778,1.778
Matt Crouch,Adelaide,24,Midfielder,19,11.111,103.684,106.158,43,2.263,75.368,14.211,18.421,32.632,70.968,58.148,80.857,43.548,3.211,2.316,312.368,9.573,3.105,10.508,4.737,6.889,11.368,20.947,32.316,35.179,3.579,8.316,2,2.895,4.895,4.053,0.105,0.158,0.526,0,0.789,0.789,0,0,0,0,,0,,3.421,0.368,0.105,,0,,7,0.368,0.211,0.632,0.474,58.333,5.895,26.291,1.474,0.211,0.684,17.947,0.105
Matt de Boer,Greater Western Sydney,29,Midfielder,19,9.016,71.947,66.737,11,0.579,82.947,6.421,10.316,16.737,73.27,59.016,82.143,38.365,1.474,0.421,141.789,8.472,2.474,6.766,1.684,9.938,7.684,9.263,16.947,45.342,2.105,5.158,1.737,1.737,3.474,2.421,0.053,0.158,0.158,0.263,1.105,1.421,-0.316,0.211,0.218,0.053,,0.053,,5.263,0.947,0.316,,0.105,,4,0.211,0.368,0.684,0.421,30.769,4.421,18.421,1.105,0.053,1.105,17.737,0.211
Matt Guelfi,Essendon,22,Midfielder,17,6.059,56.118,56.647,2,0.118,70.059,8,5.706,13.706,65.665,56.618,78.351,58.369,1.647,1.765,222.412,16.227,2.471,5.548,3.647,3.758,5.412,8.176,13.588,39.827,3.235,3.882,0.059,0.941,1,3.235,0.353,0.235,0.882,0.059,0.529,0.647,-0.118,0,0,0,,0,,2.941,0.353,0.353,,0.353,,3,0.176,0.118,0.471,0.235,,2.118,9.651,0.471,0.118,2.176,13.235,1.118
Matt Taberner,Fremantle,26,Key Forward,9,7.656,78.556,86.444,7,0.778,90.222,11.667,4.889,16.556,63.758,58.095,77.273,70.47,2.444,0.444,261.667,15.805,2.667,6.208,4.111,4.027,7.333,9.222,16.556,44.295,1.111,3.667,0,0.778,0.778,8,2.667,2.333,0.333,1.333,0.778,0.889,-0.111,10,12.162,1.778,17.778,0.333,,2,1,0.111,,6.556,23.729,13,1.444,1.111,3.222,0.222,44.828,5.444,25.389,0.667,0,1.556,10.556,1.111
Matthew Broadbent,Port Adelaide,29,Med Defender,10,6.61,69.2,74.6,2,0.2,82.8,14.5,5.4,19.9,72.362,68.276,83.333,72.864,2.1,2.7,328.7,16.518,2.5,7.96,4,4.975,5.2,13.7,18.9,27.513,6,4.1,0.3,0.7,1,5.8,0.3,0,1.2,0.2,0.6,0.3,0.3,0,0,0,,0,,0.8,0,1.3,23.077,0.1,,0,0,0,0,0.1,,2.5,10.204,0.9,0.1,2.4,8.7,1.5
Matthew Kennedy,Carlton,22,Med Forward,10,8.26,57,48.7,0,0,77.5,6.2,4.5,10.7,71.028,61.29,84.444,57.944,1.2,0,149.5,13.972,1.4,7.643,1.8,5.944,5.4,5.7,11.1,48.649,1,4.4,0.2,0.6,0.8,2.7,0.2,0.7,0,0.1,0.7,0.4,0.3,0,0,0,,0,,1.6,0.5,0,,1.7,17.647,11,1.1,0.5,1.9,0.5,57.895,4,18.957,0.5,0.2,0.3,12.2,0.2
Matthew Kreuzer,Carlton,30,Ruck,15,13.04,97.4,83.133,11,0.733,82.467,8.467,4.6,13.067,60.714,49.606,81.159,64.796,2.933,1.133,206.533,15.806,1.6,8.167,2.6,5.026,9.133,4.4,13.533,67.488,1.533,4.467,1.6,4,5.6,2,0.533,0.267,0.533,0.067,1.6,0.533,1.067,75.533,77.709,31.133,41.218,8.933,28.694,2.267,0.267,0.933,7.143,0.533,,5,0.333,0.333,0.733,0.333,45.455,3.933,18.85,2.4,0,3.933,13.533,2.733
Matthew Lobbe,Carlton,30,Ruck,2,3.45,48,60,0,0,84.5,4,3,7,,,,,0.5,0.5,79.5,,5,1.4,2.5,2.8,5.5,2,7.5,,1,2.5,0,1.5,1.5,1,0.5,0,0,0,1,2.5,-1.5,74.5,77.202,27.5,36.913,8,29.091,4.5,0,1,,1,,0,0,0,0,0,,1,4.878,1,0,4.5,15.5,4
Matthew Parker,St Kilda,23,Med Forward,17,5.547,53.529,53.294,0,0,75.235,7,3.588,10.588,66.111,62.185,73.77,66.111,2.353,0.353,213.471,20.161,2.471,4.286,3.176,3.333,4.294,6.765,11.059,38.83,0.941,2.529,0.176,0.118,0.294,2.941,0.353,1,0.176,0.647,1.235,1.118,0.118,0,0,0,,0,,3,1.059,0,,1,17.647,16,0.941,0.765,2.059,0.412,45.714,4.059,18.649,0.471,0.118,1.529,16.647,0.882
Matthew Scharenberg,Collingwood,24,Med Defender,7,5.643,56,51.571,0,0,75.143,7.857,6.857,14.714,84.466,81.818,87.5,53.398,0.143,2.857,180.571,12.272,2.857,5.15,2.714,5.421,3.857,10.571,14.429,26.733,4.429,2.571,0,0.143,0.143,4.571,0.429,0,1.143,0,0.857,1.429,-0.571,0,0,0,,0,,1,0,2.429,52.941,0,,0,0,0,0,0,,1.857,8.333,0.429,0.286,6.143,5.143,5.429
Matthew Suckling,Western Bulldogs,31,Med Defender,19,11.032,85.053,84.632,2,0.105,77.737,15.579,5.316,20.895,79.345,75.338,91.089,74.559,2.842,3.789,420.368,20.118,1.947,10.73,3.579,5.838,4.421,12.947,17.368,25.455,3.895,3.474,0,0.316,0.316,5.474,0.158,0.421,0.684,0.053,0.526,0.474,0.053,0,0,0,,0,,2,0.211,1,36.842,0.263,,10,0.526,0.579,1.526,0.368,34.483,5.105,21.179,0.842,0.737,1.421,9.263,0.947
Maverick Weller,Richmond,27,Med Forward,2,10.65,59,52.5,0,0,81.5,8.5,7,15.5,80.645,,,54.839,2,2.5,294,18.968,3,5.167,4.5,3.444,5.5,10.5,16,34.375,1,4,0,0.5,0.5,3,0.5,0,0,0,0,0.5,-0.5,0,0,0,,0,,0.5,0,0,,0,,1,0.5,0.5,1,0,,2.5,11.628,0,0,2,17,1
Max Gawn,Melbourne,28,Ruck,21,18.486,128.381,111.286,70,3.333,85.857,12.048,5.667,17.714,66.667,58.103,84.874,68.011,3.286,1.905,248.714,14.04,3.286,5.391,3.238,5.471,10.476,7.238,17.714,59.14,3.857,4.286,1.524,3.429,4.952,4.857,2,0.476,2.095,0.19,2.286,1.524,0.762,68.19,75.727,39.476,57.891,13.619,34.499,2.429,0.19,0.905,15.789,0.952,20,7,0.333,0.333,0.857,0.143,38.889,5.714,28.302,3.714,0,3.667,8.714,3.048
Michael Gibbons,Carlton,24,Med Forward,21,7.014,59.238,62.381,4,0.19,77.571,9.333,5.333,14.667,63.961,56.633,76.786,63.636,3.19,0.381,279.19,19.036,2.714,5.404,3.81,3.85,4.714,9.333,14.048,33.559,0.905,3.762,0.19,1.476,1.667,3.286,0.048,0.524,0,0.952,0.619,0.952,-0.333,0,0,0,,0,,2.714,0.524,0.048,,0.381,,16,0.762,0.667,1.81,0.476,42.105,4.381,21.247,0.571,0.143,0.81,16.429,0.238
Michael Hartley,Essendon,26,Key Defender,3,10.6,71.667,57.333,0,0,93.667,9.333,5,14.333,79.07,67.857,,65.116,1.667,3.333,197.333,13.767,3.333,4.3,2,7.167,6.667,8.333,15,44.444,4.333,4.333,0,1,1,5.667,1.333,0,1.667,0.333,0,2.333,-2.333,5.667,6.939,1.333,,0.333,,2,0,5.333,18.75,0,,0,0,0,0,0,,2,10.345,0.667,0,9,9,7.333
Michael Hibberd,Melbourne,29,Med Defender,19,7.795,64.316,61.316,0,0,81.737,10.368,6.684,17.053,71.296,67.005,77.953,60.802,2.105,4.316,336.053,19.707,2.737,6.231,4.895,3.484,5.368,11.263,16.632,32.278,5.895,4.105,0.053,0.368,0.421,3.947,0.316,0,1.316,0,0.842,0.684,0.158,0,0,0,,0,,1.526,0,2.211,23.81,0,,0,0,0.105,0.158,0.158,,2.421,11.735,0.895,0.105,3.053,7.632,2.684
Michael Hurley,Essendon,29,Key Defender,19,6.737,79.737,77.895,23,1.211,88.789,14.368,5.053,19.421,77.778,72.527,92.708,73.984,0.421,6.737,334.474,17.222,2.053,9.462,3.579,5.426,4.737,12.105,16.842,28.125,6.789,3.105,0.053,0.211,0.263,8,1.053,0,2.526,0.053,0.526,0.579,-0.053,0,0,0,,0,,0.474,0,3.053,31.034,0,,0,0,0,0.053,0,,2.158,10.224,1,0.105,4.526,4.579,4.053
Michael Rischitelli,Gold Coast,33,Med Forward,7,6.671,50.429,46.143,0,0,77.571,5.429,4.286,9.714,76.471,65.789,90,55.882,1.143,0.286,135.429,13.941,0.857,11.333,1.143,8.5,5.143,4.714,9.857,52.174,2,3.429,0.429,0.714,1.143,2.429,0.143,0.429,0.286,0.286,1.143,0.429,0.714,0,0,0,,0,,3,0.429,0,,0.857,,2,0.286,0.429,0.714,0.143,,1.571,9.649,0.429,0,1,11.286,0.571
Michael Walters,Fremantle,28,Mid Forward,22,14.586,100.773,93.364,51,2.318,87.545,13.773,8,21.773,69.311,61.056,83.523,63.257,3.909,1.091,377.773,17.351,2.864,7.603,3.773,5.771,9.591,12.409,22,43.595,2.182,5.773,1.136,2.591,3.727,3.773,0.455,1.091,0.318,0.773,2.273,1.136,1.136,0,0,0,,0,,3.545,1.227,0.182,,1.136,28,40,1.818,0.773,3.227,0.455,56.338,6.5,31.498,1.273,0.682,1.5,18.5,0.955
Mitch Brown,Essendon,29,Key Forward,16,6.069,63.125,65.25,10,0.625,93.75,9.125,4.625,13.75,76.818,71.233,87.838,66.364,2.125,0.5,225.312,16.386,1.75,7.857,2.875,4.783,3.938,9.688,13.625,28.899,1.188,2.75,0.062,0.125,0.188,6,0.5,1.062,0.188,1,0.75,1,-0.25,1.625,1.956,0.188,11.538,0,,1,0.438,0.125,,2.875,10.87,21,1.312,0.812,2.562,0.312,51.22,4.688,22.936,0.312,0.062,1.25,7.312,1.125
Mitch Crowden,Fremantle,20,Med Forward,5,8.92,62.8,56.2,0,0,72,5.4,6.6,12,73.333,62.963,81.818,45,1.2,0.2,127.2,10.6,1,12,2,6,6.2,5,11.2,55.357,2.2,5.2,0.2,1,1.2,1.6,0,0.8,0,0,0.6,0.6,0,0,0,0,,0,,4.8,1.6,0,,1,,3,0.6,0.4,1.4,0,,3.6,17.647,0.4,0,0.8,19.8,0.6
Mitch Duncan,Geelong,28,Midfielder,23,10.604,100.652,103.261,43,1.87,82.522,14.783,10.478,25.261,75.559,73.824,78.008,58.52,2.739,2.565,362.609,14.355,3.304,7.645,3.652,6.917,6.87,17.348,24.217,28.366,3.478,5.087,0.435,1.826,2.261,7.478,0.261,0.652,0.565,0.478,0.826,0.87,-0.043,0.087,0.09,0,,0,,2.957,0.087,0.565,30.769,0.217,,20,0.87,0.261,1.217,0.522,71.429,5.783,24.404,1.478,0.348,1.739,12.522,0.87
Mitch Hannan,Melbourne,25,Med Forward,6,4.533,41.167,42.667,0,0,83.167,5.333,4.833,10.167,63.934,59.375,68.966,52.459,2.167,0,138.833,13.656,1.333,7.625,2.167,4.692,3.833,7,10.833,35.385,0.667,2.833,0.167,0.333,0.5,3,0,0.5,0,0.5,0.5,0.667,-0.167,0,0,0,,0,,1.333,0.333,0,,0.833,,4,0.667,0.167,1.333,0,,3.5,15,0.333,0,1.167,11,0.333
Mitch Lewis,Hawthorn,21,Key Forward,12,7.033,67.583,63,2,0.167,72.417,7.667,3.833,11.5,63.768,56.522,78.261,66.667,1.583,0.167,160.083,13.92,1.917,6,2.25,5.111,6.417,5.167,11.583,55.396,1.25,2.583,0,0.333,0.333,4.667,2.25,2.5,0.083,0.5,1.167,0.667,0.5,7,7.568,1.583,22.619,0.167,,1.583,0.833,0.25,,3.75,31.111,20,1.667,1.25,3.25,0.583,51.282,5.167,23.574,0.5,0,2.583,8.417,2
Mitch McGovern,Carlton,25,Key Forward,16,7.094,48.5,48.812,2,0.125,73.688,6,2.5,8.5,66.912,63.542,75,70.588,2.25,0.438,158.25,18.618,1.5,5.667,2.062,4.121,3.312,5.188,8.5,38.971,1.125,1.938,0,0.062,0.062,3.75,0.438,1.188,0.25,1,0.938,0.438,0.5,0,0,0,,0,,1.5,0.562,0,,1.312,19.048,22,1.375,0.688,2.188,0.438,62.857,3.625,17.629,0.25,0.062,1.062,9.188,0.875
Mitch Robinson,Brisbane,30,Midfielder,23,12.261,94.261,93.609,35,1.522,81.261,15.087,6.435,21.522,68.889,63.401,81.757,70.101,4.826,2.261,477.304,22.178,3.739,5.756,4.913,4.381,7.87,13.696,21.565,36.492,4.13,5.391,0.522,2.043,2.565,5.261,0.435,0.478,1.13,0.261,1.565,1.348,0.217,0,0,0,,0,,4.304,0.739,0.348,,0.391,,17,0.739,0.522,1.478,0.348,50,4.957,19.355,1.217,0.043,2.304,15.522,1.522
